year,title,rating,no_of_reviews,directors_actors,genres,runtime,gross
(1976),Dark Sunday,4.9,44,"Director:,Jimmy Huston,,|,Stars:,Earl Owensby,,,Monique Proulx,,,Phil Laner,,,Ron Lampkin,","Action, Thriller",99 min,
(2012),Falling Away,4.9,127,"Director:,Michael David Trozzo,,|,Stars:,Tony Todd,,,Jennifer Freeman,,,De'Angelo Wilson,,,Jason Finn,","Action, Crime, Drama",86 min,
(1987),Death Code: Ninja,4.9,85,"Director:,Godfrey Ho,,|,Stars:,Mike Abbott,,,Judy Barnes,,,Tao Chiang,,,Yuan Chuan,",Action,86 min,
(1942),Freckles Comes Home,4.9,187,"Director:,Jean Yarbrough,,|,Stars:,Johnny Downs,,,Gale Storm,,,Mantan Moreland,,,Irving Bacon,","Action, Comedy, Crime",63 min,
(2001),42K,4.9,117,"Directors:,Ken Daurio,,,Darren Doane,,|,Stars:,Aaron Bruno,,,Mike Asman,,,Drew Stewart,,,Jon Monroy,","Action, Adventure, Comedy",90 min,
(2009),Hell's Chain,4.9,66,"Directors:,Hector Echavarria,,,Patrick Johnson,,|,Stars:,Hector Echavarria,,,Quinton 'Rampage' Jackson,,,Heath Herring,,,Frank Mir,",Action,,
(I) (1921),Tangled Trails,4.9,50,"Director:,Charles Bartlett,,|,Stars:,Neal Hart,,,Violet Palmer,,,Gladys Hampton,,,Jean Barry,","Action, Adventure, Crime",56 min,
(1995),Bombmeister,4.9,16,"Director:,John Lafia,,|,Stars:,Jeffrey Jones,,,Al White,,,Don Stark,,,Thom Vernon,","Action, Adventure, Thriller",,
(1988),The Ninja Showdown,4.9,47,"Directors:,Joseph Lai,,,Godfrey Ho,,|,Stars:,Richard Harrison,,,Donald Linke,,,Frederick Sneibjerg,,,Stefan Bernhardt,","Action, Drama",92 min,
(1993),Alto rischio,4.9,75,"Director:,Stelvio Massi,,|,Stars:,Stéphane Ferrara,,,Isabel Russinova,,,Angelo Infanti,,,Massimo Lodolo,","Action, Adventure",83 min,
(2012),The Zombie Christ,4.9,39,"Director:,Christopher Bryan,,|,Stars:,Ernest James,,,Justin Arnold,,,Philip Elder,,,Sherman Allen,","Action, Comedy, Horror",,
(2017),STAR [Space Traveling Alien Reject],4.9,41,"Director:,Adam R. Steigert,,|,Stars:,Chris Barbis,,,Aryn Fitzgerald,,,Lori Cholewka,,,Nicola Fiore,","Action, Comedy, Drama",93 min,
(2014),The Shop,4.9,61,"Director:,M. Shawn Cunningham,,|,Stars:,Rosa Aguayo,,,Aktion,,,Jonathan Andre,,,Inez Banks,","Action, Drama",93 min,
(1993),Merchant of Evil,4.9,23,"Director:,Scott Pfeiffer,,|,Stars:,William Smith,,,James Pfeiffer,,,Steve Viall,,,Tracy Hughes,","Action, Thriller",90 min,
(1988),Battle for the Treasure,4.9,18,"Director:,Godfrey Ho,,|,Stars:,Bert Brooks,,,Pat Carver,,,Sorapong Chatree,,,Norman Chu,",Action,90 min,
(2017),When Doves Cry,4.9,15,"Director:,Nyrita Thompson,",Action,,
(1997),Zigzag,4.9,43,"Director:,Allen Nause,,|,Stars:,Kim Kopf,,,Nicol Zanzarella,,,Dan Reed,,,Gary Powell,",Action,87 min,
(II) (2008),Target Practice,4.9,184,"Director:,Richmond Riedel,,|,Stars:,Joey Lanai,,,Eltony Williams,,,Solomon Hoilett,,,Eric Dean,","Action, Adventure",97 min,
(2004),White Gold,4.9,98,"Director:,Viktor Ivanov,,|,Stars:,Josh Holland,,,Alexander Diachenko,,,Evgeniy Sidikhin,,,Boris Shcherbakov,","Action, Adventure",91 min,
(2019),Set Me Free: Retribution,4.9,119,"Director:,Kris Smith,,|,Stars:,Sammie Lei,,,Aaron Twinn,,,Stacey Fordham,,,Luing Andrews,","Action, Crime, Drama",50 min,
(1943),Confessions of a Vice Baron,4.9,80,"Directors:,S. Roy Luby,,,William A. O'Connor,,,Melville Shyer,,,Herman E. Webber,,|,Stars:,Willy Castello,,,Lloyd Ingraham,,,Lona Andre,,,Dean Benton,","Action, Adventure, Crime",59 min,
(2013),Half Dead,4.9,14,"Director:,Matthew A. Peters,,|,Stars:,Mark Joseph Peek,,,Rebecca C. Kasek,,,Nathan Faudree,,,Mu-Shaka Benson,","Action, Horror, Sci-Fi",90 min,
(1986),The Adventure of the Action Hunters,4.9,65,"Director:,Lee Bonner,,|,Stars:,Ronald Hunter,,,Sean Murphy,,,Joseph Cimino,,,Art Donovan,","Action, Comedy",90 min,
(2010),Tacho,4.9,135,"Director:,Mirjam Landa,,|,Stars:,Daniel Landa,,,Olga Lounová,,,Roman Pomajbo,,,Martin Havelka,","Action, Comedy, Drama",100 min,
(2014),Dirty Shield,4.9,32,"Director:,Edgar Jimz,,|,Stars:,Nate Teron,,,Otoja Abit,,,Annaliese Kirby,,,Vivienne Jurado,","Action, Crime, Drama",86 min,
(1984),Operation Shtreimel,4.9,37,"Director:,Benni Shvily,,|,Stars:,Ya'ackov Ben-Sira,,,Yehuda Efroni,,,Walter Flash,,,Beatrice Geier,","Action, Comedy, War",89 min,
(1990),Young Kickboxer,4.9,8,"Director:,Wan-Chang Lin,,|,Stars:,Shiao-Hu Tso,,,Chao-Hsuan Hu,,,Chung-You Chang,,,Fu-Chien Chang,",Action,97 min,
(1934),When a Man Sees Red,4.9,41,"Director:,Alan James,,|,Stars:,Buck Jones,,,Peggy Campbell,,,Dorothy Revier,,,LeRoy Mason,","Action, Romance, Western",60 min,
(1941),Raiders of the Desert,4.9,50,"Director:,John Rawlins,,|,Stars:,Richard Arlen,,,Andy Devine,,,Linda Hayes,,,Maria Montez,","Action, Adventure, Comedy",60 min,
(1936),Blackmailer,4.9,27,"Director:,Gordon Wiles,,|,Stars:,William Gargan,,,Florence Rice,,,H.B. Warner,,,Nana Bryant,","Action, Comedy, Crime",66 min,
(1923),Let's Go,4.9,37,"Director:,William K. Howard,,|,Stars:,Richard Talmadge,,,Eileen Percy,,,George Nichols,,,Tully Marshall,","Action, Adventure, Drama",67 min,
(1994),Ready to Kill,4.9,25,"Director:,Danilo Massi,,|,Stars:,Vincent Riotta,,,Isabel Lewis,,,Gustavo Camazcho,,,Manuel Cassol,","Action, Adventure",85 min,
(2010),King of Baltimore,4.9,11,"Director:,Richard Johnson,,|,Stars:,Rashaun Adkins,,,Gabriel Baez,,,Andre Bauldock,,,Camesha Blue,","Action, Drama",90 min,
(1977),Canon Cheol-jin's Mission,4.9,16,"Director:,Tae-ho Seol,,|,Stars:,Dong-hwi Jang,,,Mira Yoon,,,Donald Silveria,,,Wiliam M. Byrum,","Action, War",90 min,
(1996),Harbinger,4.9,12,"Director:,James Cummins,,|,Stars:,Loetta Earnest,,,Claire Hanson,,,Henry LaPlante,,,Daniel Murray,",Action,90 min,
(1932),Rackety Rax,4.9,23,"Director:,Alfred L. Werker,,|,Stars:,Victor McLaglen,,,Greta Nissen,,,Nell O'Day,,,Alan Dinehart,","Action, Comedy, Crime",70 min,
(2010),The Locator 2 Braxton Returns,4.9,15,"Director:,Andre Buckner,,|,Stars:,Andre Buckner,,,Chris Durant,,,Cristina Kellogg,,,Lynn McArthur,",Action,90 min,
(1994),Havana Connection,4.9,23,"Director:,Edgar Diaz,,|,Stars:,Ronald Aviar,,,Robert Baldwin,,,Christi Bauerle,,,Danilo Carlos,",Action,,
(2010),An Immortal Tale,4.9,13,"Director:,Rick Ganz,,|,Stars:,Justin Tully,,,Andrew Roth,,,Shannon Arney,,,Cody Matthew Blymire,","Action, Adventure, Sci-Fi",97 min,
(1926),Dangerous Traffic,4.9,24,"Director:,Bennett Cohen,,|,Stars:,Francis X. Bushman Jr.,,,Jack Perrin,,,Mildred Harris,,,Tom London,",Action,54 min,
(1994),Battle of Oil Tankers,4.9,122,"Director:,Muhammad Bozorgnia,,|,Stars:,Majid Mozaffari,,,Firouz Behjat-Mohamadi,,,Jamshid Jahanzadeh,,,Fatemeh Goudarzi,","Action, Drama, War",95 min,
(1966),"Blade Rider, Revenge of the Indian Nations",4.9,37,"Directors:,Harry Harris,,,Vincent McEveety,,,Allen Reisner,,|,Stars:,Chuck Connors,,,Burt Reynolds,,,Greg Morris,,,Lee Van Cleef,","Drama, Action, Western",,
(2015),Bigfoot and the Burtons,4.9,80,"Director:,Jupiter J. Makins,,|,Stars:,Tristan Culbert,,,Michelle Bailey,,,Brian Scott Carleton,,,Matt Willis,","Action, Adventure, Drama",90 min,
(1996),The Best Revenge,4.9,31,"Director:,James Becket,,|,Stars:,Carlos Arellano,,,Fabian Carrillo,,,Pat Destro,,,Bruna Lombardi,","Action, Crime",88 min,
(1925),The Fighting Demon,4.9,16,"Director:,Arthur Rosson,,|,Stars:,Richard Talmadge,,,Lorraine Eason,,,Dick Sutherland,,,Peggy Shaw,","Action, Adventure, Crime",60 min,
(2014),100 Miles from Hell,4.9,12,"Directors:,Eric Sewell,,,Ian Sewell,,,Stephen Sewell,,|,Stars:,Stephen Sewell,,,Matt Butler,,,Nathan Ewert,,,Adrian Robinson,",Action,108 min,
(2004),Fury Blade,4.9,708,"Director:,Alexis Ramirez,,|,Stars:,Alexis Ramirez,,,Ronny Ramirez,,,Felix Ramirez,,,Rubio Delacruz,",Action,52 min,
(1954),Hollywood Thrill-Makers,4.9,19,"Director:,Bernard B. Ray,,|,Stars:,James Gleason,,,William Henry,,,Joan Holcombe,,,James Macklin,","Action, Drama",53 min,
(2006),Saga Tier I,4.9,38,"Directors:,Hugh Hannah,,,Eli Harris,,,Dalana Lee,,|,Stars:,Allena Bilodeau,,,Lash Dooley,,,Eleanor Drew,,,Nate Dudley,","Action, Adventure, Drama",80 min,
(2000),Mrs. Death 2: Hells Fury,4.9,11,"Director:,Jack Williams,,|,Stars:,Rachela Williams,,,Thomas Jason Moore,,,Don Bradley,,,Chris Frank,","Action, Horror",,
(2005),Dope in Motion,4.9,8,"Director:,Ole Schell,,|,Stars:,Peter Pomponi,,,Ole Schell,,,Philip Wong,,,Sara Ziff,","Action, Adventure, Crime",81 min,
(1925),The Phantom Express,4.9,24,"Director:,John G. Adolfi,,|,Stars:,Ethel Shannon,,,David Butler,,,Frankie Darro,,,George Periolat,","Action, Adventure, Crime",67 min,
(2022),Blacklight,4.8,"20,411","Director:,Mark Williams,,|,Stars:,Liam Neeson,,,Aidan Quinn,,,Taylor John Smith,,,Emmy Raver-Lampman,","Action, Drama, Thriller",104 min,
(2013),After Earth,4.8,"204,061","Director:,M. Night Shyamalan,,|,Stars:,Jaden Smith,,,David Denman,,,Will Smith,,,Sophie Okonedo,","Action, Adventure, Sci-Fi",100 min,$60.52M
(2022),The Price We Pay,4.8,"1,622","Director:,Ryûhei Kitamura,,|,Stars:,Emile Hirsch,,,Stephen Dorff,,,Gigi Zumbado,,,Vernon Wells,","Action, Horror, Thriller",86 min,
(2015),The Ridiculous 6,4.8,"50,902","Director:,Frank Coraci,,|,Stars:,Adam Sandler,,,Terry Crews,,,Jorge Garcia,,,Taylor Lautner,","Action, Adventure, Comedy",119 min,
(1997),Anaconda,4.8,"107,061","Director:,Luis Llosa,,|,Stars:,Jon Voight,,,Jennifer Lopez,,,Eric Stoltz,,,Ice Cube,","Action, Adventure, Horror",89 min,$65.89M
(2020),The Tax Collector,4.8,"14,369","Director:,David Ayer,,|,Stars:,Bobby Soto,,,Cinthya Carmona,,,Shia LaBeouf,,,Jose Conejo Martin,","Action, Crime, Drama",95 min,
(2006),DOA: Dead or Alive,4.8,"45,430","Director:,Corey Yuen,,|,Stars:,Jaime Pressly,,,Devon Aoki,,,Sarah Carter,,,Holly Valance,","Action, Adventure, Mystery",87 min,$0.48M
(2020),Horizon Line,4.8,"10,296","Director:,Mikael Marcimain,,|,Stars:,Allison Williams,,,Alexander Dreymon,,,Keith David,,,Pearl Mackie,","Action, Adventure, Drama",92 min,
(II) (2022),End of the Road,4.8,"7,850","Director:,Millicent Shelton,,|,Stars:,Queen Latifah,,,Ludacris,,,Mychala Lee,,,Shaun Dixon,","Action, Crime, Drama",89 min,
(1993),Teenage Mutant Ninja Turtles III,4.8,"34,384","Director:,Stuart Gillard,,|,Stars:,Elias Koteas,,,Paige Turco,,,Stuart Wilson,,,Sab Shimono,","Action, Adventure, Comedy",96 min,$42.66M
(2022),High Heat,4.8,"1,430","Director:,Zach Golden,,|,Stars:,Olga Kurylenko,,,Don Johnson,,,Dallas Page,,,Kaitlin Doubleday,","Action, Comedy, Crime",84 min,
(2010),Tekken,4.8,"27,895","Director:,Dwight H. Little,,|,Stars:,Jonathan Patrick Foo,,,Kelly Overton,,,Cary-Hiroyuki Tagawa,,,Ian Anthony Dale,","Action, Crime, Drama",92 min,
(2019),The Hard Way,4.8,"3,535","Director:,Keoni Waxman,,|,Stars:,Michael Jai White,,,Luke Goss,,,Randy Couture,,,Madalina Anea,",Action,92 min,
(2013),Tarzan,4.8,"12,798","Director:,Reinhard Klooss,,|,Stars:,Kellan Lutz,,,Spencer Locke,,,Les Bubb,,,Joe Cappelletti,","Animation, Action, Adventure",94 min,
(2019),The Courier,4.8,"10,687","Director:,Zackary Adler,,|,Stars:,Olga Kurylenko,,,Gary Oldman,,,Amit Shah,,,Alicia Agneson,","Action, Crime, Drama",99 min,
(2017),Killing Gunther,4.8,"14,333","Director:,Taran Killam,,|,Stars:,Taran Killam,,,Dave 'Squatch' Ward,,,Bobby Moynihan,,,Hannah Simone,","Action, Comedy, Thriller",92 min,
(2007),Primeval,4.8,"14,440","Director:,Michael Katleman,,|,Stars:,Dominic Purcell,,,Orlando Jones,,,Brooke Langton,,,Jürgen Prochnow,","Action, Adventure, Crime",93 min,$10.60M
(2021),The Last Son,4.8,"1,790","Director:,Tim Sutton,,|,Stars:,Sam Worthington,,,Colson Baker,,,Thomas Jane,,,Emily Marie Palmer,","Action, Adventure, Crime",96 min,
(2007),Underdog,4.8,"22,076","Director:,Frederik Du Chau,,|,Stars:,Peter Dinklage,,,Jason Lee,,,Amy Adams,,,Jim Belushi,","Action, Adventure, Comedy",84 min,$43.76M
(1997),Double Team,4.8,"35,301","Director:,Hark Tsui,,|,Stars:,Jean-Claude Van Damme,,,Dennis Rodman,,,Mickey Rourke,,,Paul Freeman,","Action, Comedy, Sci-Fi",93 min,$11.44M
(2001),Crocodile Dundee in Los Angeles,4.8,"25,467","Director:,Simon Wincer,,|,Stars:,Paul Hogan,,,Linda Kozlowski,,,Jere Burns,,,Jonathan Banks,","Action, Adventure, Comedy",95 min,$25.64M
(2020),Chick Fight,4.8,"4,169","Director:,Paul Leyden,,|,Stars:,Malin Akerman,,,Bella Thorne,,,Dulcé Sloan,,,Kevin Connolly,","Action, Comedy, Drama",97 min,
(1989),Cannibal Women in the Avocado Jungle of Death,4.8,"3,251","Director:,J.F. Lawton,,|,Stars:,Shannon Tweed,,,Bill Maher,,,Karen M. Waldron,,,Adrienne Barbeau,","Action, Adventure, Comedy",90 min,
(2007),Flood,4.8,"6,955","Director:,Tony Mitchell,,|,Stars:,Robert Carlyle,,,Jessalyn Gilsig,,,Tom Courtenay,,,Joanne Whalley,","Action, Drama, Thriller",110 min,
(2016),Kickboxer: Vengeance,4.8,"11,731","Director:,John Stockwell,,|,Stars:,Dave Bautista,,,Alain Moussi,,,Gina Carano,,,Jean-Claude Van Damme,","Action, Crime, Drama",90 min,
(1994),Death Wish: The Face of Death,4.8,"8,181","Director:,Allan A. Goldstein,,|,Stars:,Charles Bronson,,,Lesley-Anne Down,,,Michael Parks,,,Chuck Shamata,","Action, Crime, Drama",95 min,$1.70M
(2012),Aftershock,4.8,"12,050","Director:,Nicolás López,,|,Stars:,Eli Roth,,,Ariel Levy,,,Nicolás Martínez,,,Andrea Osvárt,","Action, Adventure, Horror",89 min,$0.04M
(I) (2016),Dog Eat Dog,4.8,"9,166","Director:,Paul Schrader,,|,Stars:,Nicolas Cage,,,Willem Dafoe,,,Christopher Matthew Cook,,,Omar J. Dorsey,","Action, Crime, Thriller",93 min,
(1997),Kull the Conqueror,4.8,"8,512","Director:,John Nicolella,,|,Stars:,Kevin Sorbo,,,Tia Carrere,,,Thomas Ian Griffith,,,Litefoot,","Action, Adventure, Fantasy",95 min,$6.09M
(1996),Bloodsport 2,4.8,"3,266","Directors:,Alan Mehrez,,,Philip Tan,,|,Stars:,Daniel Bernhardt,,,James Hong,,,Pat Morita,,,Donald Gibb,","Action, Sport",90 min,$0.68M
(2017),Stratton,4.8,"5,390","Director:,Simon West,,|,Stars:,Dominic Cooper,,,Austin Stowell,,,Gemma Chan,,,Connie Nielsen,","Action, Thriller",95 min,
(2020),The Main Event,4.8,"2,468","Director:,Jay Karas,,|,Stars:,Seth Carr,,,Tichina Arnold,,,Adam Pally,,,Ken Marino,","Action, Comedy, Family",101 min,
(2002),Left Behind II: Tribulation Force,4.8,"4,264","Director:,Bill Corcoran,,|,Stars:,Kirk Cameron,,,Brad Johnson,,,Clarence Gilyard Jr.,,,Janaya Stephens,","Action, Drama, Fantasy",94 min,
(2014),Alien Abduction,4.8,"8,609","Director:,Matty Beckerman,,|,Stars:,Katherine Sigismund,,,Corey Eid,,,Riley Polanski,,,Jillian Clare,","Action, Adventure, Horror",85 min,
(2021),Sentinelle,4.8,"8,238","Director:,Julien Leclercq,,|,Stars:,Olga Kurylenko,,,Marilyn Lima,,,Michel Nabokoff,,,Martin Swabey,","Action, Crime, Drama",80 min,
(2004),Godsend,4.8,"26,004","Directors:,Frank M. Calo,,,Nick Hamm,,|,Stars:,Robert De Niro,,,Greg Kinnear,,,Rebecca Romijn,,,Cameron Bright,","Action, Drama, Fantasy",102 min,$14.38M
(2018),Women of Mafia,4.8,"1,673","Director:,Patryk Vega,,|,Stars:,Olga Boladz,,,Agnieszka Dygant,,,Aleksandra Poplawska,,,Katarzyna Warnke,","Action, Crime, Drama",138 min,
(2016),Terra Formars,4.8,"3,082","Director:,Takashi Miike,,|,Stars:,Rinko Kikuchi,,,Rila Fukushima,,,Tomohisa Yamashita,,,Hideaki Itô,","Action, Horror, Sci-Fi",108 min,
(1990),Hard to Die,4.8,"1,361","Director:,Jim Wynorski,,|,Stars:,Gail Thackray,,,Karen Mayo-Chandler,,,Deborah Dutch,,,Melissa Moore,","Action, Comedy, Horror",77 min,
(1985),Avenging Angel,4.8,"1,774","Director:,Robert Vincent O'Neil,,|,Stars:,Betsy Russell,,,Rory Calhoun,,,Susan Tyrrell,,,Ossie Davis,","Action, Crime, Thriller",93 min,$5.62M
(1986),Never Too Young to Die,4.8,"1,971","Director:,Gil Bettman,,|,Stars:,John Stamos,,,Vanity,,,Gene Simmons,,,George Lazenby,","Action, Adventure, Comedy",92 min,
(I) (2020),Triggered,4.8,"8,162","Director:,Alastair Orr,,|,Stars:,Reine Swart,,,Russell Crous,,,Liesl Ahlers,,,Cameron Scott,","Action, Comedy, Horror",94 min,
(1998),Knock Off,4.8,"15,681","Director:,Hark Tsui,,|,Stars:,Jean-Claude Van Damme,,,Rob Schneider,,,Lela Rochon,,,Paul Sorvino,","Action, Crime, Thriller",91 min,$10.08M
(II) (2008),Stiletto,4.8,"2,717","Director:,Nick Vallelonga,,|,Stars:,Stana Katic,,,Tom Berenger,,,Paul Sloan,,,Michael Biehn,","Action, Crime, Drama",99 min,
(2008),Beer for My Horses,4.8,"1,840","Director:,Michael Salomon,,|,Stars:,Toby Keith,,,Rodney Carrington,,,Claire Forlani,,,Ted Nugent,","Action, Comedy, Crime",86 min,$0.67M
(1988),Zombie 3,4.8,"5,163","Directors:,Lucio Fulci,,,Claudio Fragasso,,,Bruno Mattei,,|,Stars:,Deran Sarafian,,,Beatrice Ring,,,Ottaviano Dell'Acqua,,,Massimo Vanni,","Action, Horror, Sci-Fi",84 min,
(1988),Braddock: Missing in Action III,4.8,"6,779","Director:,Aaron Norris,,|,Stars:,Chuck Norris,,,Aki Aleong,,,Roland Harrah III,,,Miki Kim,","Action, War",103 min,$6.19M
(1974),Truck Stop Women,4.8,804,"Director:,Mark L. Lester,,|,Stars:,Claudia Jennings,,,Lieux Dressler,,,John Martino,,,Paul Carr,","Action, Crime, Drama",88 min,
(1986),Eliminators,4.8,"2,391","Director:,Peter Manoogian,,|,Stars:,Andrew Prine,,,Denise Crosby,,,Patrick Reynolds,,,Conan Lee,","Action, Adventure, Fantasy",96 min,$4.60M
(1984),She,4.8,"1,829","Director:,Avi Nesher,,|,Stars:,Sandahl Bergman,,,David Goss,,,Quin Kessler,,,Harrison Muller,","Action, Adventure, Fantasy",106 min,
(2014),Gun Woman,4.8,"3,288","Director:,Kurando Mitsutake,,|,Stars:,Jennifer Mullaney,,,Matthew Floyd Miller,,,Dean Simone,,,Noriaki Kamata,","Action, Thriller",86 min,
(1970),C.C. & Company,4.8,970,"Director:,Seymour Robbie,,|,Stars:,Joe Namath,,,Ann-Margret,,,William Smith,,,Jennifer Billingsley,","Action, Comedy, Drama",94 min,
(1998),Firestorm,4.8,"4,115","Director:,Dean Semler,,|,Stars:,Howie Long,,,Scott Glenn,,,William Forsythe,,,Suzy Amis,","Action, Thriller",89 min,$8.04M
(2020),Malibu Rescue: The Next Wave,4.8,911,"Director:,Savage Steve Holland,,|,Stars:,Ricardo Hurtado,,,Jackie R. Jacobson,,,Breanna Yde,,,Alkoya Brunson,","Action, Comedy, Family",68 min,
(1998),Provocateur,4.8,355,"Director:,Jim Donovan,,|,Stars:,Jane March,,,Stephen Mendel,,,Lillo Brancato,,,Nick Mancuso,","Action, Drama, Thriller",103 min,
(2014),The Hooligan Factory,4.8,"2,245","Director:,Nick Nevern,,|,Stars:,Jason Maza,,,Nick Nevern,,,Tom Burke,,,Ray Fearon,","Action, Comedy, Crime",90 min,
(1995),Under Lock and Key,4.8,305,"Director:,Henri Charr,,|,Stars:,Wendi Westbrook,,,Barbara Niven,,,Taylor Leigh,,,Stephanie Ann Smith,","Action, Crime, Drama",92 min,
(1995),Best of the Best 3: No Turning Back,4.8,"2,320","Director:,Phillip Rhee,,|,Stars:,Phillip Rhee,,,Christopher McDonald,,,Gina Gershon,,,Mark Rolston,","Action, Crime, Drama",90 min,
(1995),The Walking Dead,4.8,849,"Director:,Preston A. Whitmore II,,|,Stars:,Allen Payne,,,Eddie Griffin,,,Joe Morton,,,Vonte Sweet,","Action, Drama, War",88 min,$6.01M
(1990),Hired to Kill,4.8,"2,025","Directors:,Nico Mastorakis,,,Peter Rader,,|,Stars:,Brian Thompson,,,Oliver Reed,,,George Kennedy,,,José Ferrer,","Action, Thriller",96 min,
(1985),Wild Geese II,4.8,"1,464","Director:,Peter R. Hunt,,|,Stars:,Scott Glenn,,,Barbara Carrera,,,Edward Fox,,,Laurence Olivier,","Action, Adventure, Thriller",125 min,
(1996),Shootfighter II,4.8,729,"Director:,Paul Ziller,,|,Stars:,Bolo Yeung,,,William Zabka,,,Michael Bernardo,,,Chase Randolph,",Action,91 min,
(1987),Catch the Heat,4.8,265,"Director:,Joel Silberg,,|,Stars:,Tiana Alexandra-Silliphant,,,David Dukes,,,Rod Steiger,,,Brian Thompson,","Action, Comedy, Crime",87 min,
(2021),Indemnity,4.8,463,"Director:,Travis Taute,,|,Stars:,Jarrid Geduld,,,Gail Mabalane,,,Andre Jacobs,,,Nicole Fortuin,","Action, Crime, Thriller",124 min,
(1998),Shadow Builder,4.8,"1,681","Director:,Jamie Dixon,,|,Stars:,Michael Rooker,,,Leslie Hope,,,Shawn Thompson,,,Andrew Jackson,","Action, Horror, Thriller",120 min,
(2019),The Warrior Queen of Jhansi,4.8,672,"Director:,Swati Bhise,,|,Stars:,Jodhi May,,,Rupert Everett,,,Derek Jacobi,,,Devika Bhise,","Action, Adventure, Drama",102 min,
(1978),Cyclone,4.8,763,"Director:,René Cardona Jr.,,|,Stars:,Arthur Kennedy,,,Carroll Baker,,,Lionel Stander,,,Andrés García,","Action, Adventure, Drama",100 min,
(2021),Alpha Rift,4.8,"1,416","Director:,Dan Lantz,,|,Stars:,Lance Henriksen,,,Aaron Dalla Villa,,,Rachel Nielsen,,,Philip N. Williams,","Action, Comedy, Fantasy",94 min,
(II) (2019),Stray,4.8,888,"Director:,Joe Sill,,|,Stars:,Karen Fukuhara,,,Christine Woods,,,Miyavi,,,Ross Partridge,","Action, Crime, Fantasy",89 min,
(2020),Knuckledust,4.8,670,"Director:,James Kermack,,|,Stars:,Alex Ferns,,,Moe Dunford,,,Kate Dickie,,,Phil Davis,","Action, Thriller",105 min,
(2017),Cingoz Recai,4.8,"4,523","Director:,Onur Ünlü,,|,Stars:,Kenan Imirzalioglu,,,Haluk Bilginer,,,Meryem Uzerli,,,Musa Uzunlar,","Action, Comedy, Crime",113 min,
(1993),Angelfist,4.8,425,"Director:,Cirio H. Santiago,,|,Stars:,Archi Adamos,,,Catya Sassoon,,,Ronald Asinas,,,Sibel Birzag,","Action, Thriller",80 min,
(II) (2019),Enhanced,4.8,922,"Director:,James Mark,,|,Stars:,George Tchortov,,,Alanna Bale,,,Adrian Holmes,,,Chris Mark,","Action, Sci-Fi",99 min,
(1996),Tiger Claws II,4.8,643,"Director:,J. Stephen Maunder,,|,Stars:,Jalal Merhi,,,Bolo Yeung,,,Cynthia Rothrock,,,Ong Soo Han,",Action,92 min,
(2012),The Girl from the Naked Eye,4.8,"2,128","Director:,David Ren,,|,Stars:,Jason Yee,,,Samantha Streets,,,Ron Yuan,,,Dominique Swain,","Action, Crime, Mystery",84 min,$0.02M
(2013),Heatstroke,4.8,"3,259","Director:,Evelyn Purcell,,|,Stars:,Stephen Dorff,,,Svetlana Metkina,,,Maisie Williams,,,Peter Stormare,","Action, Thriller",92 min,
(2004),The Defender,4.8,"1,741","Director:,Dolph Lundgren,,|,Stars:,Dolph Lundgren,,,Jerry Springer,,,Shakara Ledard,,,Thomas Lockyer,","Action, Thriller",91 min,
(II) (2012),Blood Money,4.8,"1,124","Director:,Vishal Mahadkar,,|,Stars:,Manish Chaudhari,,,Kunal Kemmu,,,Amrita Puri,,,Cyrus Sahukar,","Action, Crime, Drama",109 min,
(II) (2012),Crawlspace,4.8,"3,118","Director:,Justin Dix,,|,Stars:,Nicholas Bell,,,Ngaire Dawn Fair,,,John Brumpton,,,Fletcher Humphrys,","Action, Horror, Mystery",86 min,
(1974),Savage Sisters,4.8,420,"Director:,Eddie Romero,,|,Stars:,Gloria Hendry,,,Cheri Caffaro,,,Rosanna Ortiz,,,John Ashley,","Action, Drama",86 min,
